Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.08434681248743
1265131681,4096,51.45341921510828,52.90105965276264
1265135777,4096,51.480299036119064,52.825688380217855
1265139873,4096,52.280588132145176,53.64463613447936
1265143969,4096,53.2137163728964,54.61261201145815
1265148065,4096,53.630210157188614,55.012694381785785
1265152161,4096,54.056632564259964,55.434650687653324
1265156257,4096,54.30836725472459,55.67334377164468
1265160353,4096,54.04381812461191,55.382261695707086
1265164449,4096,53.30976915014939,54.56910394487409
1265168545,4096,52.58262540491034,53.81422427425461
1265172641,4096,51.82849134328746,53.07037208291143
1265176737,4096,51.365954849353635,52.555480946536306
1265180833,4096,50.85113696225693,51.97670092781594
1265184929,4096,49.965421895301226,51.02946622876399
1265189025,4096,49.42351116602368,50.43376156555877
1265193121,4096,49.471543809465544,50.567099492117386
1265197217,4096,50.02466883568464,51.1410758234999
1265201313,4096,50.2045135157386,51.335324117584285
1265205409,4096,51.39818255340851,52.641374711939115
1265209505,4096,51.8513633354547,53.07146574398022
1265213601,4096,52.03195930268239,53.36817895682615
1265217697,4096,52.36991397272555,53.74365922441323
1265221793,4096,53.08017434350972,54.445629418234056
1265225889,4096,53.009188101307984,54.362641577135854
