Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.119067069330974
1265131681,4096,51.45341921510828,52.93477098646719
1265135777,4096,51.480299036119064,52.85781547490233
1265139873,4096,52.280588132145176,53.67799934599503
1265143969,4096,53.2137163728964,54.642653319199894
1265148065,4096,53.630210157188614,55.041158969417424
1265152161,4096,54.056632564259964,55.46108006450887
1265156257,4096,54.30836725472459,55.69366193632829
1265160353,4096,54.04381812461191,55.39863210885458
1265164449,4096,53.30976915014939,54.584052073500416
1265168545,4096,52.58262540491034,53.826588305720826
1265172641,4096,51.82849134328746,53.08123587357862
1265176737,4096,51.365954849353635,52.5684683786912
1265180833,4096,50.85113696225693,51.99299958996407
1265184929,4096,49.965421895301226,51.04529905395503
1265189025,4096,49.42351116602368,50.4505235717658
1265193121,4096,49.471543809465544,50.58563641551917
1265197217,4096,50.02466883568464,51.158877241362696
1265201313,4096,50.2045135157386,51.35633290348702
1265205409,4096,51.39818255340851,52.66880520735974
1265209505,4096,51.8513633354547,53.10090771854822
1265213601,4096,52.03195930268239,53.40042017487283
1265217697,4096,52.36991397272555,53.77391717440951
1265221793,4096,53.08017434350972,54.47399388329564
1265225889,4096,53.009188101307984,54.38524394879727
