Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.11454524260877
1265131681,4096,51.45341921510828,52.930799130367056
1265135777,4096,51.480299036119064,52.85379492380462
1265139873,4096,52.280588132145176,53.673764791911076
1265143969,4096,53.2137163728964,54.638656763018005
1265148065,4096,53.630210157188614,55.036789961566676
1265152161,4096,54.056632564259964,55.457078943809236
1265156257,4096,54.30836725472459,55.68967207616538
1265160353,4096,54.04381812461191,55.39520439685732
1265164449,4096,53.30976915014939,54.58070482646814
1265168545,4096,52.58262540491034,53.82349965839258
1265172641,4096,51.82849134328746,53.07823458364773
1265176737,4096,51.365954849353635,52.565394850688364
1265180833,4096,50.85113696225693,51.98983892116131
1265184929,4096,49.965421895301226,51.042759129750564
1265189025,4096,49.42351116602368,50.44806134636913
1265193121,4096,49.471543809465544,50.5832561681925
1265197217,4096,50.02466883568464,51.15656111687101
1265201313,4096,50.2045135157386,51.35360165178508
1265205409,4096,51.39818255340851,52.66562764713381
1265209505,4096,51.8513633354547,53.0974512970085
1265213601,4096,52.03195930268239,53.396816008591955
1265217697,4096,52.36991397272555,53.77027861895328
1265221793,4096,53.08017434350972,54.47050099780663
1265225889,4096,53.009188101307984,54.38177084804983
