Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,52.7508511531806
1265131681,4096,51.45341921510828,52.56926284082949
1265135777,4096,51.480299036119064,52.53046039853833
1265139873,4096,52.280588132145176,53.328282167960786
1265143969,4096,53.2137163728964,54.265065348914426
1265148065,4096,53.630210157188614,54.66190296177862
1265152161,4096,54.056632564259964,55.07701441867658
1265156257,4096,54.30836725472459,55.32634060086611
1265160353,4096,54.04381812461191,55.04420302205361
1265164449,4096,53.30976915014939,54.249417113376005
1265168545,4096,52.58262540491034,53.47737656227805
1265172641,4096,51.82849134328746,52.74369210081478
1265176737,4096,51.365954849353635,52.26041309248166
1265180833,4096,50.85113696225693,51.704610102083564
1265184929,4096,49.965421895301226,50.770713628366224
1265189025,4096,49.42351116602368,50.17461524787135
1265193121,4096,49.471543809465544,50.311592227401924
1265197217,4096,50.02466883568464,50.88857947184822
1265201313,4096,50.2045135157386,51.08595880628813
1265205409,4096,51.39818255340851,52.38286711711348
1265209505,4096,51.8513633354547,52.80044947883688
1265213601,4096,52.03195930268239,53.076213914622
1265217697,4096,52.36991397272555,53.448748714373906
1265221793,4096,53.08017434350972,54.14678796773758
1265225889,4096,53.009188101307984,54.05672700466685
