Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.11923308847217
1265131681,4096,51.45341921510828,52.934963355591854
1265135777,4096,51.480299036119064,52.85797100850351
1265139873,4096,52.280588132145176,53.678127208540396
1265143969,4096,53.2137163728964,54.642791278610005
1265148065,4096,53.630210157188614,55.04132536819305
1265152161,4096,54.056632564259964,55.461246046133965
1265156257,4096,54.30836725472459,55.6937845682771
1265160353,4096,54.04381812461191,55.39875246476203
1265164449,4096,53.30976915014939,54.58413400399513
1265168545,4096,52.58262540491034,53.82667109040817
1265172641,4096,51.82849134328746,53.08132227336476
1265176737,4096,51.365954849353635,52.568559001569376
1265180833,4096,50.85113696225693,51.993103841005464
1265184929,4096,49.965421895301226,51.04541580548114
1265189025,4096,49.42351116602368,50.4506117342058
1265193121,4096,49.471543809465544,50.58574519351964
1265197217,4096,50.02466883568464,51.15897261981275
1265201313,4096,50.2045135157386,51.35643525227138
1265205409,4096,51.39818255340851,52.668920376521946
1265209505,4096,51.8513633354547,53.101035098963
1265213601,4096,52.03195930268239,53.40055061619717
1265217697,4096,52.36991397272555,53.77406974156292
1265221793,4096,53.08017434350972,54.47408796377033
1265225889,4096,53.009188101307984,54.38536015864836
