Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.10759412898174
1265131681,4096,51.45341921510828,52.92156494109121
1265135777,4096,51.480299036119064,52.84459955775115
1265139873,4096,52.280588132145176,53.666910898649384
1265143969,4096,53.2137163728964,54.634259735257764
1265148065,4096,53.630210157188614,55.03053736866462
1265152161,4096,54.056632564259964,55.45132719417414
1265156257,4096,54.30836725472459,55.68478778473836
1265160353,4096,54.04381812461191,55.3921434479866
1265164449,4096,53.30976915014939,54.57749056561915
1265168545,4096,52.58262540491034,53.820050105714635
1265172641,4096,51.82849134328746,53.07372349765553
1265176737,4096,51.365954849353635,52.56043266091996
1265180833,4096,50.85113696225693,51.98592410751496
1265184929,4096,49.965421895301226,51.04038601304088
1265189025,4096,49.42351116602368,50.446174840161746
1265193121,4096,49.471543809465544,50.581984569119385
1265197217,4096,50.02466883568464,51.155242089802464
1265201313,4096,50.2045135157386,51.35198030570688
1265205409,4096,51.39818255340851,52.66164802091959
1265209505,4096,51.8513633354547,53.09213795364634
1265213601,4096,52.03195930268239,53.390542648337714
1265217697,4096,52.36991397272555,53.76349878554144
1265221793,4096,53.08017434350972,54.46378302360447
1265225889,4096,53.009188101307984,54.375918761822746
