Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.105438852091865
1265131681,4096,51.45341921510828,52.91990895273176
1265135777,4096,51.480299036119064,52.84279466670092
1265139873,4096,52.280588132145176,53.66519179805629
1265143969,4096,53.2137163728964,54.63312107221663
1265148065,4096,53.630210157188614,55.02866450331964
1265152161,4096,54.056632564259964,55.449338443136625
1265156257,4096,54.30836725472459,55.68400109573692
1265160353,4096,54.04381812461191,55.39218805104082
1265164449,4096,53.30976915014939,54.577515995465575
1265168545,4096,52.58262540491034,53.81971486152634
1265172641,4096,51.82849134328746,53.07402780792079
1265176737,4096,51.365954849353635,52.56067979198193
1265180833,4096,50.85113696225693,51.98646888687704
1265184929,4096,49.965421895301226,51.04067264307531
1265189025,4096,49.42351116602368,50.44652743680069
1265193121,4096,49.471543809465544,50.58200916867107
1265197217,4096,50.02466883568464,51.15515892657523
1265201313,4096,50.2045135157386,51.35260871167259
1265205409,4096,51.39818255340851,52.66210872188558
1265209505,4096,51.8513633354547,53.09215606391508
1265213601,4096,52.03195930268239,53.3908996305988
1265217697,4096,52.36991397272555,53.76386212595692
1265221793,4096,53.08017434350972,54.46386736988096
1265225889,4096,53.009188101307984,54.376196786506824
