Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,52.00451626617372
1265131681,4096,51.45341921510828,51.75222325617061
1265135777,4096,51.480299036119064,51.76655946903201
1265139873,4096,52.280588132145176,52.55963284345747
1265143969,4096,53.2137163728964,53.47330107708247
1265148065,4096,53.630210157188614,53.842071158339365
1265152161,4096,54.056632564259964,54.2369357429641
1265156257,4096,54.30836725472459,54.462382522613225
1265160353,4096,54.04381812461191,54.15494209045536
1265164449,4096,53.30976915014939,53.39947689270544
1265168545,4096,52.58262540491034,52.66909303510317
1265172641,4096,51.82849134328746,51.905987288982175
1265176737,4096,51.365954849353635,51.460029441909754
1265180833,4096,50.85113696225693,50.992915128595925
1265184929,4096,49.965421895301226,50.09615793700814
1265189025,4096,49.42351116602368,49.566115898714685
1265193121,4096,49.471543809465544,49.63164081870873
1265197217,4096,50.02466883568464,50.17866978084616
1265201313,4096,50.2045135157386,50.36067695230185
1265205409,4096,51.39818255340851,51.572229294905924
1265209505,4096,51.8513633354547,52.02221762799292
1265213601,4096,52.03195930268239,52.205577975517926
1265217697,4096,52.36991397272555,52.537224093864666
1265221793,4096,53.08017434350972,53.24352383295577
1265225889,4096,53.009188101307984,53.15616597443126
