Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.06280667878037
1265131681,4096,51.45341921510828,52.87696324235612
1265135777,4096,51.480299036119064,52.80258491589939
1265139873,4096,52.280588132145176,53.621039024674126
1265143969,4096,53.2137163728964,54.58673746951806
1265148065,4096,53.630210157188614,54.989439402963235
1265152161,4096,54.056632564259964,55.40993176695742
1265156257,4096,54.30836725472459,55.645080599532704
1265160353,4096,54.04381812461191,55.35675554334308
1265164449,4096,53.30976915014939,54.54605299792831
1265168545,4096,52.58262540491034,53.791909712282575
1265172641,4096,51.82849134328746,53.04412135397664
1265176737,4096,51.365954849353635,52.53009180578693
1265180833,4096,50.85113696225693,51.952784245084075
1265184929,4096,49.965421895301226,51.008595784931046
1265189025,4096,49.42351116602368,50.41288880278434
1265193121,4096,49.471543809465544,50.544709229735524
1265197217,4096,50.02466883568464,51.118604902164726
1265201313,4096,50.2045135157386,51.31348165120914
1265205409,4096,51.39818255340851,52.62023510228016
1265209505,4096,51.8513633354547,53.04866158744368
1265213601,4096,52.03195930268239,53.34743457852146
1265217697,4096,52.36991397272555,53.72318615269617
1265221793,4096,53.08017434350972,54.41985507379199
1265225889,4096,53.009188101307984,54.33962473676087
