Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.11646581815428
1265131681,4096,51.45341921510828,52.93257270438564
1265135777,4096,51.480299036119064,52.855559230854226
1265139873,4096,52.280588132145176,53.67558925277435
1265143969,4096,53.2137163728964,54.64023614881479
1265148065,4096,53.630210157188614,55.03876789567473
1265152161,4096,54.056632564259964,55.459032954915
1265156257,4096,54.30836725472459,55.69143003013143
1265160353,4096,54.04381812461191,55.39672742354712
1265164449,4096,53.30976915014939,54.58192564402187
1265168545,4096,52.58262540491034,53.82464822659082
1265172641,4096,51.82849134328746,53.07940723141331
1265176737,4096,51.365954849353635,52.56650300657668
1265180833,4096,50.85113696225693,51.990905333454776
1265184929,4096,49.965421895301226,51.043486685805775
1265189025,4096,49.42351116602368,50.44882089897362
1265193121,4096,49.471543809465544,50.5839138773497
1265197217,4096,50.02466883568464,51.15724822585237
1265201313,4096,50.2045135157386,51.354278002588146
1265205409,4096,51.39818255340851,52.666889382292275
1265209505,4096,51.8513633354547,53.09862931374565
1265213601,4096,52.03195930268239,53.3982020091927
1265217697,4096,52.36991397272555,53.771890136988304
1265221793,4096,53.08017434350972,54.47200969048837
1265225889,4096,53.009188101307984,54.38320774826876
