Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,53.11890315782342
1265131681,4096,51.45341921510828,52.934588342179694
1265135777,4096,51.480299036119064,52.85766622721618
1265139873,4096,52.280588132145176,53.67796333859181
1265143969,4096,53.2137163728964,54.642646310049365
1265148065,4096,53.630210157188614,55.04100172333279
1265152161,4096,54.056632564259964,55.46096525629827
1265156257,4096,54.30836725472459,55.69354142672925
1265160353,4096,54.04381812461191,55.39854190328743
1265164449,4096,53.30976915014939,54.5839813395823
1265168545,4096,52.58262540491034,53.82653621561528
1265172641,4096,51.82849134328746,53.08119499592408
1265176737,4096,51.365954849353635,52.568422308371005
1265180833,4096,50.85113696225693,51.992949528676576
1265184929,4096,49.965421895301226,51.045238733482705
1265189025,4096,49.42351116602368,50.450480560754265
1265193121,4096,49.471543809465544,50.58557012089193
1265197217,4096,50.02466883568464,51.1587740635574
1265201313,4096,50.2045135157386,51.3562125861557
1265205409,4096,51.39818255340851,52.668742022791776
1265209505,4096,51.8513633354547,53.10076642916235
1265213601,4096,52.03195930268239,53.400292125877456
1265217697,4096,52.36991397272555,53.77381025743917
1265221793,4096,53.08017434350972,54.47393526599922
1265225889,4096,53.009188101307984,54.38508200683358
