Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265227585,4096,53.19328318805905,53.23064942841503
1265231681,4096,53.596936803262984,53.63315962759007
1265235777,4096,53.57116831579844,53.60490082749302
1265239873,4096,53.78101628169897,53.81961201526372
1265243969,4096,54.038647080319,54.0791556457769
1265248065,4096,53.45450992342492,53.49024643184923
1265252161,4096,53.07936035744319,53.11421164719873
1265256257,4096,52.80998262306669,52.841130256432656
1265260353,4096,51.95786848880023,51.99146105989947
1265264449,4096,51.143402587701715,51.17237075883849
1265268545,4096,50.47363579408613,50.50200262360843
1265272641,4096,50.00420749461218,50.03054425613671
1265276737,4096,49.79009918563941,49.81879489283304
1265280833,4096,50.20555867053131,50.23636889053798
1265284929,4096,50.443694541172626,50.47410388153839
1265289025,4096,50.90819424632195,50.93571434572172
1265293121,4096,50.554717550486565,50.581771320400804
1265297217,4096,51.102293233990444,51.129741601927556
1265301313,4096,51.45776703521247,51.48391221355106
1265305409,4096,51.695787831719,51.72815419112804
1265309505,4096,52.20982551739079,52.245724965549265
1265313601,4096,52.68284754644508,52.71923181944703
1265317697,4096,53.29329929377838,53.33079949758998
1265321793,4096,53.642366800286425,53.67936883416708
1265325889,1696,53.98596215200499,54.02285840552327
1265127585,4096,51.717600334900716,51.74035989360539
1265131681,4096,51.45341921510828,51.477044552430826
1265135777,4096,51.480299036119064,51.50281201912743
1265139873,4096,52.280588132145176,52.30545838489272
1265143969,4096,53.2137163728964,53.239216152279035
1265148065,4096,53.630210157188614,53.65281043999224
1265152161,4096,54.056632564259964,54.07737000539869
1265156257,4096,54.30836725472459,54.324910110682985
1265160353,4096,54.04381812461191,54.05864197077752
1265164449,4096,53.30976915014939,53.3221590757605
1265168545,4096,52.58262540491034,52.592248481759015
1265172641,4096,51.82849134328746,51.83534973032581
1265176737,4096,51.365954849353635,51.37350586772706
1265180833,4096,50.85113696225693,50.86516063797787
1265184929,4096,49.965421895301226,49.98011928761626
1265189025,4096,49.42351116602368,49.43951799226698
1265193121,4096,49.471543809465544,49.49043878670666
1265197217,4096,50.02466883568464,50.0423342527939
1265201313,4096,50.2045135157386,50.22453137515895
1265205409,4096,51.39818255340851,51.4224404902029
1265209505,4096,51.8513633354547,51.874774607690924
1265213601,4096,52.03195930268239,52.05715623553986
1265217697,4096,52.36991397272555,52.393647192642554
1265221793,4096,53.08017434350972,53.102582423665744
1265225889,1696,53.06451307111227,53.081921362132896
1265327585,4096,53.96140443336741,54.00587114323985
1265331681,4096,53.84642465314831,53.89058424852418
1265335777,4096,53.69407837186895,53.7321063338571
1265339873,4096,53.014785483675254,53.05110135408964
1265343969,4096,51.36481962912678,51.39366246684314
1265348065,4096,50.12075190142626,50.14962986958051
1265352161,4096,48.79358548151579,48.819490343421215
