Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265227585,4096,53.19328318805905,53.48510562915976
1265231681,4096,53.596936803262984,53.861900508280534
1265235777,4096,53.57116831579844,53.80522071432419
1265239873,4096,53.78101628169897,54.00532382583689
1265243969,4096,54.038647080319,54.264983287647205
1265248065,4096,53.45450992342492,53.685435402128235
1265252161,4096,53.07936035744319,53.28468069748749
1265256257,4096,52.80998262306669,52.996416408542686
1265260353,4096,51.95786848880023,52.14778568283295
1265264449,4096,51.143402587701715,51.315723060862624
1265268545,4096,50.47363579408613,50.63871102980179
1265272641,4096,50.00420749461218,50.16111684802561
1265176737,4096,51.365954849353635,51.57307597113543
1265180833,4096,50.85113696225693,51.04760209158478
1265184929,4096,49.965421895301226,50.140276856489336
1265189025,4096,49.42351116602368,49.60404515469164
1265193121,4096,49.471543809465544,49.65969987096561
1265197217,4096,50.02466883568464,50.203341750734985
1265201313,4096,50.2045135157386,50.38267459019453
1265205409,4096,51.39818255340851,51.58738318836963
1265209505,4096,51.8513633354547,52.0342153289582
1265213601,4096,52.03195930268239,52.21184177671445
1265217697,4096,52.36991397272555,52.557946885583725
1265221793,4096,53.08017434350972,53.27611311860541
1265225889,4096,53.009188101307984,53.20175426865799
1265327585,4096,53.96140443336741,54.19541620600519
1265331681,4096,53.84642465314831,54.057632249182824
1265335777,4096,53.69407837186895,53.88787537901855
1265339873,4096,53.014785483675254,53.189045638433406
1265343969,4096,51.36481962912678,51.52500354751408
1265348065,4096,50.12075190142626,50.27599236500553
1265352161,4096,48.79358548151579,48.94177124926381
1265276737,4096,49.79009918563941,50.10624717629203
1265280833,4096,50.20555867053131,50.49316397074908
1265284929,4096,50.443694541172626,50.719013298889166
1265289025,4096,50.90819424632195,51.16715613408271
1265293121,4096,50.554717550486565,50.7894855756029
1265297217,4096,51.102293233990444,51.315722090190626
1265301313,4096,51.45776703521247,51.65833272412456
1265305409,4096,51.695787831719,51.886483272973805
1265309505,4096,52.20982551739079,52.405091983832016
1265313601,4096,52.68284754644508,52.86211042396785
1265317697,4096,53.29329929377838,53.45879770709366
1265321793,4096,53.642366800286425,53.78871768240081
1265325889,4096,53.9336604947211,54.08359685424228
1265127585,4096,51.717600334900716,51.985705493314306
1265131681,4096,51.45341921510828,51.73550266437857
1265135777,4096,51.480299036119064,51.750361015098896
1265139873,4096,52.280588132145176,52.53866028232341
1265143969,4096,53.2137163728964,53.451021358757
1265148065,4096,53.630210157188614,53.82265331322617
1265152161,4096,54.056632564259964,54.21491688818738
1265156257,4096,54.30836725472459,54.44476556650486
1265160353,4096,54.04381812461191,54.139625848677774
1265164449,4096,53.30976915014939,53.38587906444579
1265168545,4096,52.58262540491034,52.65756719639346
1265172641,4096,51.82849134328746,51.896771732865005
