Start Time,Duration,BNS Inspiral Range ORG,BNS Inspiral Range DC
1265127585,4096,51.717600334900716,51.98570587946442
1265131681,4096,51.45341921510828,51.73550289458119
1265135777,4096,51.480299036119064,51.75036124072379
1265139873,4096,52.280588132145176,52.538659190122154
1265143969,4096,53.2137163728964,53.45102077361653
1265148065,4096,53.630210157188614,53.82265457316841
1265152161,4096,54.056632564259964,54.21491664950727
1265156257,4096,54.30836725472459,54.44476597882209
1265160353,4096,54.04381812461191,54.13962655185014
1265164449,4096,53.30976915014939,53.385878709759524
1265168545,4096,52.58262540491034,52.65756699031876
1265172641,4096,51.82849134328746,51.89677167961831
1265176737,4096,51.365954849353635,51.45012519638014
1265180833,4096,50.85113696225693,50.98279010132101
1265184929,4096,49.965421895301226,50.08730793179622
1265189025,4096,49.42351116602368,49.55795350150018
1265193121,4096,49.471543809465544,49.623205425476925
1265197217,4096,50.02466883568464,50.17122434131877
1265201313,4096,50.2045135157386,50.35487359402341
1265205409,4096,51.39818255340851,51.566358284501916
1265209505,4096,51.8513633354547,52.01770736363562
1265213601,4096,52.03195930268239,52.201987163861645
1265217697,4096,52.36991397272555,52.533232861354
1265221793,4096,53.08017434350972,53.23909498089718
1265225889,4096,53.009188101307984,53.15093731534053
