Index,Peak_SNR,Peak_SNR_Time
1,44.60656735726332,1265127648.9978027
2,25.321645653535143,1265127680.9423828
3,51.804332586003525,1265127713.0041504
4,43.01658181432335,1265127744.9787598
5,65.29845250581701,1265127776.9970703
6,92.2248505639093,1265127809.03125
7,107.98537309913056,1265127840.9768066
8,92.46108325798792,1265127873.031494
9,44.37516258963431,1265127904.9882812
10,60.04574851379076,1265127937.0354004
11,37.972551177300126,1265127969.1191406
12,105.93727260725592,1265128001.020752
13,106.26773708584663,1265128033.012207
14,173.75146565883043,1265128065.0097656
15,47.81606632239601,1265128097.0012207
16,250.87767118616068,1265128129.0300293
17,60.74349081096457,1265128161.0708008
18,126.9164733810672,1265128193.0061035
19,24.997484753080784,1265128225.0019531
20,13.955323841768625,1265128257.2060547
21,42.16450426002796,1265128288.979248
22,116.02692329099332,1265128321.03833
23,65.80086977703748,1265128353.017334
24,32.772054014633134,1265128384.991455
25,100.17576605747388,1265128417.0148926
26,58.97369348252341,1265128449.0187988
27,160.63586531420304,1265128481.008789
28,59.78628705762261,1265128512.973877
29,101.19046854230774,1265128545.013672
30,124.35496085053454,1265128576.991455
31,119.51916567647709,1265128608.9899902
32,161.00215446118665,1265128641.0280762
33,60.443653086943,1265128672.9990234
34,57.642826362481486,1265128705.0388184
35,20.196749055374884,1265128736.9968262
36,23.32131827740828,1265128769.074707
37,51.72431938937214,1265128801.0285645
38,90.5379007927712,1265128832.9526367
39,80.3789049831931,1265128864.9794922
40,185.6629732622021,1265128897.011963
41,56.01004110323488,1265128928.964111
42,71.29890813141266,1265128961.0246582
43,37.980256785425446,1265128993.0029297
44,86.41287840657544,1265129025.0166016
45,47.9485134222164,1265129057.0617676
46,94.47422174335618,1265129089.0507812
47,40.29834239480181,1265129121.0563965
48,36.60618539848284,1265129153.0585938
49,41.49739553106942,1265129185.0197754
50,18.085773701775395,1265129217.0510254
51,26.714086851619687,1265129249.0495603
52,102.4810185844798,1265129280.9536133
53,60.81438390107597,1265129312.968506
54,119.59338332806462,1265129345.0222168
55,160.85663319450023,1265129377.022705
56,120.37497071586606,1265129409.02417
57,37.27328706495275,1265129441.0063477
58,62.77069909758974,1265129472.9934082
59,100.19322936041137,1265129504.994873
60,77.76786036861238,1265129537.019043
61,46.08599197337036,1265129568.9699707
62,193.96176712575615,1265129601.0107422
63,73.01400490564359,1265129633.065918
64,190.4593233747286,1265129664.9956057
65,109.13145310598098,1265129697.048828
66,44.00763138057847,1265129729.0148926
67,242.21784762219693,1265129761.0378418
68,39.01415309501412,1265129792.9519043
69,32.620097866468136,1265129825.089111
70,96.2036776946527,1265129857.0805664
71,156.13365046942772,1265129888.9956057
72,175.3489552510109,1265129921.0014648
73,233.639588438577,1265129953.0058594
74,131.8866588062253,1265129985.0151367
75,173.963358598904,1265130017.0095215
76,177.87635254229616,1265130049.008789
77,83.92513553062615,1265130080.9804688
78,45.53036660125304,1265130112.9814453
79,61.18291168513481,1265130144.9916992
80,76.279898887037,1265130176.9987793
81,110.78495404923744,1265130208.9743652
82,281.0609148982134,1265130241.0114746
83,295.2754947157477,1265130273.0112305
84,194.252046827783,1265130305.0083008
85,100.40310298335312,1265130337.0202637
86,59.69943310783497,1265130369.107666
87,35.92219633871945,1265130400.984375
88,182.15062162412548,1265130433.0234375
89,22.841338130866603,1265130464.9362793
90,49.545299380774274,1265130496.9658203
91,65.04741446008221,1265130529.062744
92,61.561564569608414,1265130560.996338
93,86.21184893721738,1265130592.9748535
94,200.6057675514608,1265130624.958252
95,261.8551771231228,1265130656.9558103
96,228.6880345494168,1265130689.0126953
97,116.732192296335,1265130720.9909668
98,119.89197355706207,1265130752.9956057
99,113.6869799568358,1265130784.998291
100,76.29133004387994,1265130817.0246582
101,34.03936409832031,1265130849.0195312
102,47.31571684353559,1265130881.019043
103,86.0024729961316,1265130913.019043
104,68.11808736903279,1265130944.9970703
105,224.43687483825607,1265130976.9743652
106,107.46244224450236,1265131009.0222168
107,65.31939724812385,1265131041.0236816
108,31.98822209763657,1265131073.0109863
109,58.32027753404382,1265131105.011963
110,18.153063108220756,1265131136.965088
111,125.64835943561948,1265131169.0270996
112,51.25995911259064,1265131200.9829102
113,57.40181268270761,1265131233.008789
114,105.92793758233188,1265131264.9980469
115,91.15381617115924,1265131296.9941406
116,53.36635919970299,1265131328.9904785
117,98.6959778818493,1265131361.0769043
118,47.2979893574188,1265131393.0180664
119,70.21541721432604,1265131425.0490725
120,193.6101143079108,1265131457.0214844
121,121.70002874500678,1265131489.0073242
122,111.5371884987172,1265131521.0336914
123,67.98566339910295,1265131553.0439453
124,63.01951639261752,1265131585.0646973
125,5.065466985417618,1265131617.0007324
126,5.2752954323526495,1265131641.1765137
127,123.70881829743684,1265131737.1848145
128,140.9991907671946,1265131777.0456543
129,31.024296600494026,1265131809.0378418
130,5.597823077044547,1265131841.0656738
131,35.3783365722691,1265131872.9628906
132,65.55373022557664,1265131905.0200195
133,81.66913509234698,1265131937.0151367
134,55.50762570797685,1265131969.0178225
135,61.1529598932482,1265132001.102295
136,60.56017910804029,1265132033.0263672
137,25.94445216169617,1265132064.9533691
138,54.16518460029024,1265132096.9836426
139,58.0993708436957,1265132128.9846191
140,129.17037101719993,1265132161.00708
141,18.466791717156468,1265132193.0480957
142,43.03718627535529,1265132225.0288086
143,65.21652348718285,1265132257.0148926
144,81.3478844503775,1265132288.9763184
145,93.1790183044634,1265132321.043457
146,157.0456356055929,1265132353.0058594
147,178.76396898959993,1265132385.0097656
148,334.8762766543831,1265132417.0270996
149,65.16932180853964,1265132449.0187988
150,31.76070024617171,1265132481.0075684
151,110.379446875367,1265132513.0324707
152,49.115377236854734,1265132544.993164
153,80.57840896548029,1265132577.0341797
154,48.94951092024295,1265132609.050537
155,100.57404609112922,1265132641.032959
156,54.14161370534699,1265132672.9658203
157,110.68284643920114,1265132705.0285645
158,101.90300226476316,1265132737.0285645
159,190.0983073741205,1265132769.0280762
160,149.58104801481878,1265132801.062744
161,43.62967519719609,1265132832.9990234
162,104.89249253359026,1265132864.9604492
163,167.32369885994257,1265132896.96167
164,109.83289101910697,1265132929.0373535
165,167.75941525679937,1265132961.0300293
166,197.7288219341704,1265132993.0095215
167,139.61486404541148,1265133025.00708
168,98.34385589560864,1265133057.0029297
169,63.02345562152394,1265133088.959473
170,102.49664140061071,1265133121.1325684
171,27.66894656567156,1265133152.9135742
172,30.995782318902865,1265133185.0686035
173,120.95461014717009,1265133217.0239258
174,14.148432033200883,1265133248.9975586
175,57.863636764674894,1265133281.017334
176,40.57256875417632,1265133313.1826172
177,31.856439894016383,1265133345.111328
178,39.99067097889967,1265133377.0976562
179,84.03480205719268,1265133409.0339355
180,115.76727703964308,1265133441.025879
181,50.15515346252325,1265133473.0786133
182,72.69067469013525,1265133505.006836
183,123.91864683127078,1265133536.991211
184,105.41316745100788,1265133568.9904785
185,145.59703961943762,1265133601.013672
186,97.65946849288478,1265133632.9707031
187,54.37554408310635,1265133664.9692383
188,241.01938941987757,1265133697.0351562
189,22.36222176215877,1265133728.9228516
190,15.44911348030735,1265133760.8481443
191,25.66891414612877,1265133792.99292
192,96.2579118569743,1265133824.9887695
193,49.14041250767833,1265133857.022705
194,105.29355981747688,1265133889.0393066
195,41.8539909904648,1265133921.02417
196,29.70410253313338,1265133952.9938965
197,27.87759220259293,1265133985.0268557
198,29.30281214973812,1265134016.987793
199,50.86177906014967,1265134048.9675293
200,97.93233037496884,1265134081.0031738
201,52.61646371734486,1265134112.8811035
202,86.1809702549976,1265134145.138916
203,147.71206073541654,1265134177.1523438
204,66.47630909810356,1265134209.0019531
205,110.0355966611438,1265134240.9865725
206,230.6511429694405,1265134273.027588
207,160.27492384694511,1265134304.9841309
208,66.7902901728649,1265134337.0368652
209,162.9787234963305,1265134369.034668
210,23.469508245444825,1265134401.0297852
211,114.22989910454824,1265134433.0168457
212,109.71392849848834,1265134465.0185547
213,96.9661371810689,1265134496.9846191
214,52.73531225443472,1265134528.9711914
215,51.797382339394574,1265134561.0249023
216,59.71966055829747,1265134592.9941406
217,40.19525830575065,1265134624.9841309
218,81.00617224357144,1265134657.0231934
219,153.75097066934725,1265134688.9970703
220,99.32443673698282,1265134721.0031738
221,62.07415424401183,1265134752.986328
222,75.97696621988975,1265134785.0065918
223,62.70990851379096,1265134817.003662
224,26.324763931196607,1265134849.0131836
225,143.72629482677368,1265134880.9938965
226,5.368729029693636,1265134913.5922852
227,79.86542055923155,1265134945.0410156
228,8.101477526868774,1265134976.8256836
229,96.22051261567424,1265135008.9760742
230,81.23383043208942,1265135041.024414
231,178.7368802649898,1265135073.0222168
232,98.28630303929695,1265135104.963379
233,119.09158528490808,1265135137.0395508
234,92.47921960039436,1265135169.006836
235,79.65817999592745,1265135201.0063477
236,43.920818984559176,1265135232.9919434
237,86.67416674348377,1265135265.0354004
238,158.74647080665792,1265135297.0014648
239,200.5076764691744,1265135329.0031738
240,130.9377867369182,1265135360.99292
241,95.15590516015364,1265135393.0422363
242,95.87532107781074,1265135425.0256348
243,71.09336682195236,1265135457.000244
244,36.51889923258378,1265135489.0014648
245,49.115886587919626,1265135520.991455
246,37.14568543277956,1265135553.050293
247,90.5419296036714,1265135584.9753418
248,98.81443172017414,1265135616.987793
249,79.55022648343166,1265135649.0014648
250,83.30641665702815,1265135680.9934082
251,74.73037828745291,1265135713.0134275
252,69.2238155665327,1265135744.980957
253,113.3500740685652,1265135841.0195312
254,88.75813075997215,1265135873.0151367
255,43.323557531554414,1265135904.9870603
256,43.68359696673598,1265135936.9838867
257,107.38142386225088,1265135969.005127
258,120.62201038516696,1265136000.97583
259,141.49210016041127,1265136032.9768066
260,157.18874870083053,1265136065.008545
261,46.8095508952763,1265136097.0026855
262,101.04428269331764,1265136129.019043
263,58.88330851326148,1265136161.0004883
264,71.25762321847348,1265136192.991211
265,61.638673480519536,1265136224.998291
266,69.9455411250591,1265136257.0112305
267,91.51107490287689,1265136289.0124512
268,81.76160422145337,1265136321.0378418
269,31.59955194179256,1265136353.0107422
270,62.00328149008064,1265136384.972412
271,70.41842136945063,1265136417.010498
272,75.97947542647053,1265136449.010254
273,40.991149081453216,1265136481.026611
274,22.14842063176725,1265136512.9951172
275,256.2422327939114,1265136544.9943848
276,309.22730062284205,1265136576.9956057
277,100.25087105556452,1265136608.9975586
278,37.00259632383428,1265136641.1972656
279,55.89710614903603,1265136672.972412
280,129.89366532782344,1265136704.979248
281,161.1608249341238,1265136736.9916992
282,113.07177823286936,1265136768.9921875
283,106.51520032773948,1265136801.0
284,105.74413708428015,1265136833.0039062
285,143.06701818651322,1265136865.0378418
286,48.855012671866334,1265136897.0095215
287,84.54212435380451,1265136929.025879
288,67.20027285098018,1265136960.9958496
289,148.0234016858487,1265136992.9958496
290,118.72333188635268,1265137025.0100098
291,204.7755161460709,1265137057.0546875
292,50.470859755681694,1265137088.9853516
293,146.01474986357292,1265137120.9978027
294,110.26875938731808,1265137153.0080566
295,113.62380760092029,1265137185.0014648
296,161.51206776387764,1265137217.0129397
297,106.4015591062598,1265137248.9821775
298,112.2959388041459,1265137280.9770508
299,71.85133035331637,1265137313.0185547
300,80.6368444186017,1265137345.024414
301,54.44407235300015,1265137377.0004883
302,92.47235327559908,1265137408.9736328
303,74.26584913374337,1265137441.039795
304,86.82209509955786,1265137473.0185547
305,86.62644902244345,1265137505.0039062
306,127.15371095879824,1265137537.027832
307,87.081302175443,1265137568.99292
308,83.31730894492757,1265137601.0014648
309,70.25337320231667,1265137633.003418
310,58.66412876144728,1265137665.0581057
311,36.492806164385655,1265137697.0249023
