Index,Peak_SNR,Peak_SNR_Time
1,32.10983873381062,1265127649.2260742
2,35.085321698385975,1265127680.993164
3,104.5895580841684,1265127713.0961914
4,24.495911608432102,1265127745.1223145
5,49.09377619607232,1265127777.0825195
6,21.80272338800504,1265127808.942871
7,31.981713863311395,1265127841.017334
8,67.2112821096344,1265127872.9902344
9,45.06889884299005,1265127904.9916992
10,44.87873126324392,1265127937.0998535
11,76.12788801919066,1265127969.0930176
12,27.086873225295346,1265128001.0236816
13,30.32721528686025,1265128032.9887695
14,31.80231706228916,1265128065.0117188
15,37.84176339510409,1265128097.103027
16,47.342658435094165,1265128128.9941406
17,66.50509974799004,1265128161.0976562
18,60.46746447800248,1265128193.0251465
19,56.46419667693125,1265128225.0063477
20,49.77252685663653,1265128257.0056152
21,21.818353330175164,1265128288.9731443
22,36.46046886494201,1265128320.979248
23,38.52302417889394,1265128352.9782715
24,39.03387100574248,1265128384.975586
25,67.4194889872238,1265128416.9970703
26,62.01933984713581,1265128449.043213
27,76.22480593884111,1265128481.105957
28,43.25186984582873,1265128512.9841309
29,65.85825894588974,1265128545.0354004
30,49.316205669491794,1265128577.092041
31,51.17036185637613,1265128609.126709
32,92.2606068684779,1265128641.0881348
33,38.83769346062483,1265128673.090332
34,32.43619233334546,1265128705.0249023
35,71.7780140588996,1265128736.99292
36,82.89277434085014,1265128768.9921875
37,81.88039441050097,1265128801.0161133
38,68.07292411681169,1265128833.0100098
39,97.12346407577704,1265128865.0256348
40,83.97260296575004,1265128897.099121
41,44.63426544433786,1265128928.951416
42,51.9498075407123,1265128961.0043943
43,53.29187881961944,1265128993.0407715
44,46.06453488698448,1265129024.965088
45,78.94235363857138,1265129056.9904785
46,74.55131162164555,1265129089.1223145
47,84.36752644466421,1265129121.0073242
48,67.78430260642307,1265129153.0395508
49,113.5260324256692,1265129184.9868164
50,105.15750535577854,1265129216.9887695
51,105.84612349565931,1265129249.005127
52,42.31610279872315,1265129281.0305176
53,60.74331499479751,1265129313.029541
54,48.33875523968431,1265129345.013916
55,68.9090104480088,1265129377.0280762
56,103.91056009171244,1265129408.9956057
57,31.01997370410492,1265129441.100586
58,58.20950643018296,1265129473.038086
59,50.90160324395088,1265129505.0187988
60,56.92622994778148,1265129537.0263672
61,91.2219633827962,1265129568.9660645
62,49.58836619195027,1265129600.9980469
63,117.39150433479224,1265129633.0388184
64,86.56033950451557,1265129665.0351562
65,78.79515656742798,1265129697.0336914
66,58.14516595977421,1265129728.9829102
67,33.04371120780876,1265129760.987793
68,41.37670520619312,1265129793.1279297
69,34.460923971505494,1265129825.0454102
70,90.05321195901834,1265129857.099121
71,36.95192306247119,1265129888.988037
72,59.97473434518541,1265129920.9936523
73,54.53014337630849,1265129953.1096191
74,48.57103317008114,1265129985.0095215
75,32.564521491703445,1265130017.0524902
76,42.61648314302363,1265130049.0180664
77,28.71574128557001,1265130081.02417
78,42.35447528547147,1265130113.0915527
79,39.48205675220645,1265130144.9885254
80,34.05064299063621,1265130177.0083008
81,70.90236277972105,1265130209.0805664
82,61.97766203786139,1265130241.0837402
83,42.24332502967216,1265130273.0065918
84,78.97207052936369,1265130305.0842285
85,94.71852354078186,1265130337.0998535
86,30.236148607473293,1265130369.0256348
87,35.24072720878311,1265130401.006836
88,80.99793143637177,1265130433.0651855
89,29.130433538282094,1265130464.9885254
90,49.388990675114265,1265130496.9853516
91,30.365310716990795,1265130528.9990234
92,53.67888410437457,1265130560.990723
